manifest_order,review_id,app_name,rating,review_date,review_text,already_annotated
36375,247297,Kredivo,5,2024-05-23,baik sangat bagus,False
36382,242926,Kredivo,5,2024-06-14,sangat mudah dan gk ribet,False
36421,202312,Akulaku,5,2024-04-28,cpt dan aman,False
36495,223561,Kredivo,4,2025-09-09,semoga bisa membantu,True
36525,106309,Akulaku,1,2025-04-09,tidak bisa meminjam,False
36550,251082,Kredivo,5,2024-05-03,bagus semoga bermanfaat,False
36588,86758,Kredivo,5,2024-11-02,mantap dan sangat bermanfaat,False
36589,157725,Akulaku,5,2025-08-31,akulaku sangat amanah,True
36697,156179,Akulaku,5,2025-10-01,trimakasih sdh membantu,False
36847,263966,Kredivo,5,2024-02-24,bagus sangat membantu,False
36875,205058,Akulaku,5,2024-04-06,akulaku memang the best,False
36878,59935,Kredivo,5,2025-05-23,cepat di acc,False
36907,70203,Kredivo,5,2025-02-27,proses cepat & mudah,False
36919,92777,Kredivo,5,2024-09-21,cepat dan tanpa ribet,False
36985,94116,Kredivo,5,2024-09-13,saya puas dengan aplikasi ini,False
37029,141252,Akulaku,3,2024-09-15,limit nya ga bisa di pake,False
37064,190864,Akulaku,5,2024-07-15,sangat membantu sekali,False
37321,49860,Kredivo,5,2025-08-16,aplikasi yg bisa di andalkan,False
37349,229650,Kredivo,5,2024-09-04,kenapa aplikasi kredivo tidak bisa di buka,False
37390,226662,Kredivo,4,2024-08-26,semoga aplikasi ini bisa membantu,False
37393,258569,Kredivo,5,2024-03-19,"bagus, gak ribet",False
37399,210138,Akulaku,5,2024-03-03,terimakasih akulaku sangat membantu.,False
37400,90077,Kredivo,5,2024-10-09,sangat puas atas pelayanan nya,False
37478,214804,Akulaku,5,2024-02-04,cepat aman amanah,False
37494,80169,Kredivo,5,2024-12-19,sangat membantu untuk kebutuhan mendesak,True
37511,262172,Kredivo,5,2024-03-01,terima kasih mantap,False
37543,138955,Akulaku,3,2025-10-10,susah pinjam disini,False
37560,87360,Kredivo,5,2024-10-29,mantap membantu banget,False
37575,63259,Kredivo,5,2025-04-22,bagus dan menarik,False
37596,70266,Kredivo,5,2025-02-27,proses cepat dan terpercaya,False
37668,238502,Kredivo,5,2024-07-11,bagus dan cepet,False
37704,239871,Kredivo,5,2024-07-01,kredivo sangat bermanfaat,False
37728,231823,Kredivo,5,2024-08-21,terima kasih kredivo,False
37781,235640,Kredivo,5,2024-07-31,baru mau mencoba,False
37789,231663,Kredivo,5,2024-08-22,terimakasih sudah membantu,False
37818,53233,Kredivo,5,2025-07-02,mantap langsung cair,False
37828,83351,Kredivo,5,2024-11-28,sangat puas memakai kredivo,False
37889,92018,Kredivo,5,2024-09-27,sangat bagus mudah dan cepat,False
37897,60099,Kredivo,5,2025-05-22,aplikasi ini sangat membantu,False
37995,97459,Akulaku,1,2025-11-29,paylater tdk bs digunakan,False
38023,51155,Kredivo,5,2025-07-29,the best banget,False
38099,250641,Kredivo,5,2024-05-05,semoga ter acc,False
38127,205346,Akulaku,5,2024-04-04,selama ini tdk ada masalah,True
38209,42340,Kredivo,5,2025-11-03,terima kasih kredivo,False
38237,64926,Kredivo,5,2025-04-08,mantap dan cepat,False
38257,205143,Akulaku,5,2024-04-05,sangat membantu untuk kebutuhan keluarga,False
38315,210764,Akulaku,5,2024-02-29,gk bisa di pake paylaternya,False
38388,193969,Akulaku,5,2024-06-25,baik dan istimewa,False
38479,38656,Kredivo,5,2025-12-14,cepat dan nggak ribet,False
38493,86898,Kredivo,5,2024-11-01,kredivo memang mantul,False
38577,94663,Kredivo,5,2024-09-09,cepat no ribet ribet,False
38619,249997,Kredivo,5,2024-05-09,cepat bgt cairnya,False
38652,15641,Kredivo,1,2024-08-03,ga bisa dipakai,False
38663,218557,Akulaku,5,2024-01-15,"sangat membantu, terima kasih akulaku",False
38693,233302,Kredivo,5,2024-08-12,ga ribet dan terpercaya,False
38699,78845,Kredivo,5,2024-12-29,mudah proses cepat,False
38746,129664,Akulaku,1,2024-01-29,limit tidak dapat di gunakan,False
38794,76873,Kredivo,5,2025-01-11,kredivo emang mantap,False
38847,254623,Kredivo,5,2024-04-12,sangat membantu terimakasih,True
38857,44555,Kredivo,5,2025-10-09,good luck kredivo,False
38869,71018,Kredivo,5,2025-02-21,prosesnya cepat dan mudah,False
38959,202119,Akulaku,5,2024-04-29,puas gak ribet,False
39000,259225,Kredivo,5,2024-03-16,sangat membantu sekali,False
39001,275169,Kredivo,5,2024-01-08,sangat membantu saat genting,True
39006,66136,Kredivo,5,2025-03-27,sangat mudah dn membantu sekali,False
39087,70005,Kredivo,5,2025-02-28,sangat mudah dan proses cepat,False
39140,68681,Kredivo,5,2025-03-09,prosesnya cepat dan gak ribet,False
39252,240126,Kredivo,5,2024-06-30,sangat membantu saya terimakasih kredivo,False
39425,64370,Kredivo,5,2025-04-13,mantap dah kredivo,True
39503,218079,Akulaku,5,2024-01-18,terima kasih akulaku,False
39523,71251,Kredivo,5,2025-02-20,mantab ga ribet,False
39614,35839,Kredivo,5,2026-01-15,mantap sangat membantu,False
39642,43745,Kredivo,5,2025-10-18,aplikasi mudah digunakan,False
39711,187854,Akulaku,5,2024-08-04,kenapa paylater saya tidak bisa,False
39720,185734,Akulaku,5,2024-08-20,aplikasi sangat membantu terimakasih akulaku,False
39873,184185,Akulaku,5,2024-08-31,luar biasa sangat membantu sekali,False
39903,104535,Akulaku,1,2025-06-03,aplikasi paling buruk,False
39917,189896,Akulaku,5,2024-07-22,sangat mudah melakukan transaksi,False
39920,95067,Kredivo,5,2024-09-07,aplikasi sangat membatu,False
40011,210766,Akulaku,5,2024-02-29,bagus sangat membantu,False
40059,200989,Akulaku,5,2024-05-07,akulaku emang luar biasa,False
40109,130593,Akulaku,1,2024-01-16,paylater gak bisa digunakan,False
40116,59544,Kredivo,5,2025-05-27,kredivo top banget,False
40171,64609,Kredivo,5,2025-04-11,terima kasih kredivo.,False
40245,199409,Akulaku,5,2024-05-19,ya sangat membantu,False
40261,190629,Akulaku,5,2024-07-17,ok sangat membantu saya,False
40306,50258,Kredivo,5,2025-08-09,kredivo sangat membantu,False
40321,257502,Kredivo,5,2024-03-25,trims sudah di acc,False
40326,215575,Akulaku,5,2024-02-01,mantap sangat membantu,False
40352,233209,Kredivo,5,2024-08-12,kredivo sangat membantu,False
40424,240662,Kredivo,5,2024-06-27,bagus dan sangat membantu sekali,False
40475,269635,Kredivo,5,2024-01-31,bintang 5 full,False
40507,210059,Akulaku,5,2024-03-04,bagus sekali pelayanannya,False
40519,65100,Kredivo,5,2025-04-06,semoga bisa di acc,False
40600,258997,Kredivo,5,2024-03-17,kredivo emg bagus,False
40689,62877,Kredivo,5,2025-04-26,kredivo the best,False
40694,71330,Kredivo,5,2025-02-19,layanan nya bagus,False
40705,78332,Kredivo,5,2025-01-01,sangat bagus sekali aplikasi nya,False
40739,105904,Akulaku,1,2025-04-23,paylater gak bisa di pakai,False
40758,87775,Kredivo,5,2024-10-25,aplikasi sangat bagus,False
40766,273669,Kredivo,5,2024-01-14,sangat membantu dalam kebutuhan,False
40772,72594,Kredivo,5,2025-02-10,"sangat membantu, terimakasih kredivo",False
40804,198968,Akulaku,5,2024-05-23,aplikasi nya mantap sangat membantu,False
40834,187202,Akulaku,5,2024-08-09,aku laku memang ok,False
40876,47856,Kredivo,5,2025-09-08,terimakasih sangat membantu,False
40922,89119,Kredivo,5,2024-10-15,biarkan bintang yang berbicara,False
40978,235305,Kredivo,5,2024-08-01,kredivo selalu dihati,False
41014,120326,Akulaku,1,2024-06-19,ada limit ga bisa di pakai,True
41056,127296,Akulaku,1,2024-02-28,paylater ga bisa dipakai,False
41082,252160,Kredivo,5,2024-04-28,"sangat bagus,dan membantu",False
41092,170360,Akulaku,5,2025-01-09,sayangnya gak bisa pakai dana,False
41105,191086,Akulaku,5,2024-07-13,gak bisa pakai payleter,False
41175,138370,Akulaku,2,2024-01-08,paylater ngak bisa di pake,False
41317,232517,Kredivo,5,2024-08-17,semoga sukses selalu,False
41350,182943,Akulaku,5,2024-09-08,ada limit paylater tapi ga bisa di pake,False
41401,2435,Kredivo,1,2025-10-10,pelayanan sangat buruk,True
41516,149511,Akulaku,4,2024-03-08,bagus bisa membantu,False
41546,123179,Akulaku,1,2024-05-03,punya limit gk bisa di pake,False
41643,202614,Akulaku,5,2024-04-26,sangat membantu saya,False
41772,122981,Akulaku,1,2024-05-06,aplikasi gak jelas,False
41791,193399,Akulaku,5,2024-06-29,paylater ga bisa di pake,False
41802,188375,Akulaku,5,2024-08-01,sangat membantu a,False
41804,216552,Akulaku,5,2024-01-26,mantab dah pokoknya,False
42003,136587,Akulaku,2,2024-04-28,limit payleter ga bisa di gunakan,False
42024,254054,Kredivo,5,2024-04-16,mantap bunga ringan,False
42076,184253,Akulaku,5,2024-08-30,puas di akulaku,False
42080,213016,Akulaku,5,2024-02-16,terima kasih banyak untuk akulaku,False
42105,73184,Kredivo,5,2025-02-06,terimakasih kredivo sudah membantu saya,False
42143,92497,Kredivo,5,2024-09-23,kredivo memang oke,True
42197,68127,Kredivo,5,2025-03-13,bagus dan mudah,False
42202,69644,Kredivo,5,2025-03-02,pendaptaran sangat mudah,False
42239,107168,Akulaku,1,2025-03-12,gak bisa cair,False
42246,70940,Kredivo,5,2025-02-22,bagus cepat cair,False
42266,176312,Akulaku,5,2024-10-31,aplikasi yang bisa di andalkan,False
42286,265324,Kredivo,5,2024-02-19,sangat membantu.bunga ringan,True
42292,170973,Akulaku,5,2024-12-31,mudah dan tak ribet,False
42300,49906,Kredivo,5,2025-08-15,mantap terima kasih,False
42334,192076,Akulaku,5,2024-07-06,akulaku solusi yang tepat,False
42358,206596,Akulaku,5,2024-03-27,sangat membantu dan simpel,False
42458,93820,Kredivo,5,2024-09-15,app sangat membantu,False
42478,67336,Kredivo,5,2025-03-19,ok terima kasih,False
42492,274825,Kredivo,5,2024-01-09,mudah dan cepat mantap,False
42509,204646,Akulaku,5,2024-04-10,"sangat membantu, terimakasih al",False
42703,83332,Kredivo,5,2024-11-28,sangat membantu sekali dalam berbelanja,False
42751,69065,Kredivo,5,2025-03-06,luar biasa kredivo,False
42795,86216,Kredivo,5,2024-11-06,jos gandos pokoknya,False
42936,240034,Kredivo,5,2024-06-30,cukup baik dan membantu,False
42964,214729,Akulaku,5,2024-02-05,paylater nya tidak bisa,False
43081,210608,Akulaku,5,2024-03-01,mudah dan ringan,False
43086,178889,Akulaku,5,2024-10-09,bagus aplikasi akulaku,False
43106,156941,Akulaku,5,2025-09-16,aplikasi bagus sangat membantu,False
43230,127867,Akulaku,1,2024-02-20,paylatter tidak bisa digunakan,False
43239,83688,Kredivo,5,2024-11-25,"mudah, aman dan terpercaya",False
43290,61118,Kredivo,5,2025-05-13,aplikasi ter the best,False
43458,113666,Akulaku,1,2024-10-12,punya limit paylater tp tidak bisa digunakan,False
43556,255317,Kredivo,5,2024-04-07,layanan cepat ga ribet,False
43566,114200,Akulaku,1,2024-10-02,paylater tidak bisa digunakan,False
43614,123437,Akulaku,1,2024-04-29,jangan di download,False
43619,177584,Akulaku,5,2024-10-20,akulaku the best,False
43721,76554,Kredivo,5,2025-01-13,bagus dapat membantu,True
43744,274266,Kredivo,5,2024-01-12,pelayanan sangat baik,False
43745,203671,Akulaku,5,2024-04-18,mantap sangat membantu,False
43746,275404,Kredivo,5,2024-01-07,sangat mudah sangat membantu,False
43786,76349,Kredivo,5,2025-01-15,aplikasi paling bermanfaat,False
43834,53142,Kredivo,5,2025-07-03,mudah digunakan dan sangat membantu,False
43849,144024,Akulaku,3,2024-02-04,blm pernah di acc,False
43939,212344,Akulaku,5,2024-02-20,limit ada tapi ga bisa dipakai,False
43945,45698,Kredivo,5,2025-09-29,apk yang luar biasa,False
43964,85153,Kredivo,5,2024-11-14,bagus tidak ribet,False
44034,57431,Kredivo,5,2025-06-07,mantap aplikasi ini sangat membantu,False
44223,50789,Kredivo,5,2025-08-03,sangat bagus aplikasinya,False
44250,243400,Kredivo,5,2024-06-11,sangat membantu thanks,False
44256,271123,Kredivo,5,2024-01-25,mantap aplikasi yang bagus,True
44274,49569,Kredivo,5,2025-08-20,t o p,True
44341,187038,Akulaku,5,2024-08-10,pembayaran yang mudah,False
44350,205074,Akulaku,5,2024-04-06,"mantap,sukses terus akulaku",False
44456,87319,Kredivo,5,2024-10-29,kredivo sngat membantu,False
44474,141537,Akulaku,3,2024-08-21,ada limit tapi ga bisa di pakai.,False
44524,78486,Kredivo,5,2024-12-31,sangat sangat memuaskan,False
44626,64134,Kredivo,5,2025-04-15,pengajuan mudah dan proses cepat,False
44630,253813,Kredivo,5,2024-04-17,gk bs pinjam,False
44693,52603,Kredivo,5,2025-07-11,aplikasi yg sangat bagus,False
44707,94107,Kredivo,5,2024-09-13,sangat membantu.. terimakasih kredivo,False
44708,219341,Akulaku,5,2024-01-10,bagus pelayanan cepat,False
44714,79258,Kredivo,5,2024-12-26,bagus cepet responnya,True
44772,236778,Kredivo,5,2024-07-20,aplikasi nya sangat membantu dan memuaskan,False
44817,176749,Akulaku,5,2024-10-27,paylater gk bisa di gunakan,False
44838,226476,Kredivo,4,2024-09-15,belum di setujui,False
44893,4462,Kredivo,1,2025-07-15,sudah tidak bisa di pakai,False
44959,186621,Akulaku,5,2024-08-13,sangat puas belanja di akulaku,False
44961,274953,Kredivo,5,2024-01-09,mantap benar deh,False
45010,220368,Akulaku,5,2024-01-04,pinjaman cepat ga ribet,True
45042,255884,Kredivo,5,2024-04-04,lebih di tingkatkan lg,False
45056,189414,Akulaku,5,2024-07-25,sangat puas sangat membantu,False
45269,108174,Akulaku,1,2025-02-12,tidak bisa pinjam,False
45300,262581,Kredivo,5,2024-02-29,proses pengajuan sangat cepat,True
45301,47342,Kredivo,5,2025-09-13,sangat membantu dalam keadaan sulit,True
45303,43326,Kredivo,5,2025-10-22,trimakasih sudah membantu,False
45330,92378,Kredivo,5,2024-09-24,mantap terimakasih kredivo,False
45370,233021,Kredivo,5,2024-08-13,mantep luar biasa,True
45372,75640,Kredivo,5,2025-01-20,cepat dan aman,False
45391,204044,Akulaku,5,2024-04-15,bagus sangat membantu,True
45408,206445,Akulaku,5,2024-03-28,kaga bisa di pakai limit nya,False
45417,211995,Akulaku,5,2024-02-23,senang belanja di akulaku,False
45462,241064,Kredivo,5,2024-06-24,"proses cepat,bunga rendah,sangat membantu sekali",False
45476,10508,Kredivo,1,2024-12-29,daftar tidak pernah di acc,False
45502,275531,Kredivo,5,2024-01-07,sangat membantu utk modal usaha,False
45535,61825,Kredivo,5,2025-05-06,sangat membantu sekali,True
45545,262214,Kredivo,5,2024-03-01,jempol aja deh,False
45560,189506,Akulaku,5,2024-07-25,sangat membantu banyak orang,True
45598,171660,Akulaku,5,2024-12-18,sukses terus akulaku,False
45611,234862,Kredivo,5,2024-08-03,pelayanan yg memuaskan,False
45642,179342,Akulaku,5,2024-10-05,sangat membantu sekali akulaku,False
45735,40423,Kredivo,5,2025-11-25,mudah gak ribet,False
45748,213515,Akulaku,5,2024-02-12,sangat membantu kebutuhan yg mendadak,False
45780,190481,Akulaku,5,2024-07-18,sangat membantu bunganya jg ringan,False
45788,72007,Kredivo,5,2025-02-14,sangat bagus pelayanan nya,False
45850,275222,Kredivo,5,2024-01-08,i love it,False
45880,117292,Akulaku,1,2024-08-10,aplikasi tak berguna,False
45897,87926,Kredivo,5,2024-10-24,aplikasi ini sangat membantu sekali,False
45957,90878,Kredivo,5,2024-10-04,kredivo is the best,False
45998,162559,Akulaku,5,2025-05-30,semoga pinjaman saya di acc min,False
46000,135076,Akulaku,2,2024-08-26,kaga bisa ngajuin pinjaman,False
46070,79784,Kredivo,5,2024-12-22,i love it,False
46145,86938,Kredivo,5,2024-11-01,mudah cepat aman,False
46214,161854,Akulaku,5,2025-06-12,terimakasih sdh membantu saya,False
46295,70653,Kredivo,5,2025-02-24,prosesnya mudah dan cepat,False
46350,83520,Kredivo,5,2024-11-26,pencairan cepat dan terpercaya,False
46384,198280,Akulaku,5,2024-05-27,mantap membantu sekali,True
46407,249171,Kredivo,5,2024-05-13,sangat membantu sekali mantap,False
46429,255631,Kredivo,5,2024-04-05,sangat membantu..terima kasih kredivo,False
46435,171274,Akulaku,5,2024-12-25,aplikasi ini sangat bagus,False
46449,183004,Akulaku,5,2024-09-07,apk yg mantap,False
46464,275444,Kredivo,5,2024-01-07,sangat membantu buat kebutuhan mendesak,False
46521,274524,Kredivo,5,2024-01-11,prosesnya cepet bgt,False
46543,201515,Akulaku,5,2024-05-03,aplikasi yang sangat membantu,False
46584,10194,Kredivo,1,2025-01-09,tidak bisa membantu,False
46625,193557,Akulaku,5,2024-06-28,akulaku sangat membantu,False
46641,220631,Akulaku,5,2024-01-03,mantap nggak ribet,False
46646,120955,Akulaku,1,2024-06-10,tidak bisa d gunakan,False
46653,35428,Kredivo,5,2026-01-19,"....., , &",False
46665,252258,Kredivo,5,2024-04-27,kredivo mantap pokoknya,False
46707,54153,Kredivo,5,2025-06-21,proses nya sangat cepat,False
46725,83382,Kredivo,5,2024-11-27,sangat membantu untuk kebutuhan sehari hari,False
46753,194041,Akulaku,5,2024-06-25,terimakasih banyak membantu,True
46787,136907,Akulaku,2,2024-04-01,makin gk jelas,False
46822,235044,Kredivo,5,2024-08-02,"bagus, tidak ribet",False
46839,238803,Kredivo,5,2024-07-08,proses cepet kaga ribet,False
46870,54104,Kredivo,5,2025-06-22,kredivo the best,False
46899,198041,Akulaku,5,2024-05-29,sangat membantu sekali terima kasih akulaku,False
46901,271234,Kredivo,5,2024-01-24,mudah dan cepat mantap,False
46965,253953,Kredivo,5,2024-04-17,makin mantap aja,True
47005,135960,Akulaku,2,2024-06-16,saya tidak pernah di acc,False
47010,173819,Akulaku,5,2024-11-21,terimakasih akulaku sangat membantu saya,False
47025,208701,Akulaku,5,2024-03-12,aplikasi yg sangat bagus dan sangat membantu,False
47137,255207,Kredivo,5,2024-04-08,"bagus, saya suka",False
47184,82235,Kredivo,5,2024-12-05,mantap deh kredivo,False
47210,71222,Kredivo,5,2025-02-20,aplikasi paling bagus,False
47288,194029,Akulaku,5,2024-06-25,sangat bagus dan terjamin,False
47296,181960,Akulaku,5,2024-09-16,tolong di acc min,False
47318,190173,Akulaku,5,2024-07-20,mantaaap sukses selalu,False
47385,233719,Kredivo,5,2024-08-09,kredivo emang top,False
47528,70071,Kredivo,5,2025-02-28,cepat dan tidak bertele tele,False
47529,133669,Akulaku,2,2025-01-25,kenapa paylater saya tidak bisa digunakan,False
47574,187830,Akulaku,5,2024-08-04,bagus sangat terpercaya,False
47618,68540,Kredivo,5,2025-03-10,kredivo good job,False
47643,171920,Akulaku,5,2024-12-13,aku laku emang mantap,True
47657,242840,Kredivo,5,2024-06-14,good dan sangat membantu,False
47769,178824,Akulaku,5,2024-10-10,sangat membantu keungan,False
47771,126469,Akulaku,1,2024-03-10,gk bisa pke paylater,False
47780,244850,Kredivo,5,2024-06-04,terima kasih sudah di acc,False
47797,172649,Akulaku,5,2024-12-01,app yg sangat membantu,False
47820,263054,Kredivo,5,2024-02-27,thank you kredivo,False
47824,165876,Akulaku,5,2025-03-28,aplikasi sangat membantu,False
47994,247227,Kredivo,5,2024-05-23,semoga pengajuan saya disetujui,False
48048,191236,Akulaku,5,2024-07-12,playleter gk bisa di gunakan,False
48097,188238,Akulaku,5,2024-08-02,limit nya kaga bisa di pake,False
48114,249329,Kredivo,5,2024-05-12,sangat cepat dalam pelayanan,False
48256,128704,Akulaku,1,2024-02-10,payah playleter tdk bisa di gunakan,False
48268,64964,Kredivo,5,2025-04-07,sangat bagus dlm pelayanan,False
48309,258362,Kredivo,5,2024-03-20,memang mantap kredivo,False
48407,74187,Kredivo,5,2025-01-31,semoga selalu sukses,False
48423,208265,Akulaku,5,2024-03-15,terimakasih sangat membantu,False
48578,84490,Kredivo,5,2024-11-19,sangat membantu skali,False
48612,55086,Kredivo,5,2025-06-12,alhamdulillah aplikasi sangat membantu,False
48660,246647,Kredivo,5,2024-05-26,kredivo oke banget,False
48744,261906,Kredivo,5,2024-03-02,sangat membantu. terimakasih,False
48816,218753,Akulaku,5,2024-01-13,limit paylater ga bisa di gunakan,False
48828,157731,Akulaku,5,2025-08-31,saya puas dengan pelayanan akulaku,False
48962,22937,Kredivo,1,2024-02-27,limit gak naik2,False
49002,15315,Kredivo,1,2024-08-12,pengajuan selalu ditolak,False
49033,72535,Kredivo,5,2025-02-11,proses cepat cicilan ringan,False
49125,77723,Kredivo,5,2025-01-05,trimakasih kredivo sudah sangat membantu,False
49174,214861,Akulaku,5,2024-02-04,suku bunga nya rendah,False
49197,70076,Kredivo,5,2025-02-28,mantap lah sangat membantu,False
49280,204926,Akulaku,5,2024-04-07,limit paylater banyak tapi gak bisa di pakai,False
49338,171042,Akulaku,5,2024-12-29,layanan sangat memuaskan,False
49363,266652,Kredivo,5,2024-02-12,sangat cepat tidak ribet,False
49366,185903,Akulaku,5,2024-08-19,biar bintang yg menilai,False
49492,90901,Kredivo,5,2024-10-04,sangat membantu mudah dan cepat,False
49517,143091,Akulaku,3,2024-04-10,limit ga bisa di gunakan,False
49524,72579,Kredivo,5,2025-02-10,puas pake kredivo,False
49540,75211,Kredivo,5,2025-01-23,proses cepat dan membantu,True
49546,174152,Akulaku,5,2024-11-18,cepat dan mudah,False
49587,159459,Akulaku,5,2025-07-27,cepat langsung cair,False
49637,51541,Kredivo,5,2025-07-24,proses cepat dan tidak ribet,False
49697,248839,Kredivo,5,2024-05-15,sangat puas dengan kredivo,False
49884,187072,Akulaku,5,2024-08-10,sukses terus akulaku,False
49924,259046,Kredivo,5,2024-03-17,the best paylater,False
49981,194748,Akulaku,5,2024-06-21,mantap tdk ribet,False
